Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung;;;;;
1076;38440016;Commerzbank;Waldbröl;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1077;38440016;Commerzbank;Wiehl;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1078;38450000;Sparkasse Gummersbach-Bergneustadt ;Gummersbach-Bergneustadt;Finanz Informatik GmbH & Co. KG (Rheinland);DSGV;i033.rl.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-rl.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1079;38452490;Sparkasse Wiehl ;Wiehl ;Finanz Informatik GmbH & Co. KG (Rheinland);DSGV;i073.rl.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-rl.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;27.04.2005;;;;;
1080;38460081;Volksbank Oberberg eG;Oberberg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1081;38462135;Raiffeisenbank Wiehl eG;Wiehl;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1082;38470024;Deutsche Bank Privat und Geschäftskunden AG;Bergneustadt;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1083;38470024;Deutsche Bank Privat und Geschäftskunden AG;Engelskirchen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1084;38470024;Deutsche Bank Privat und Geschäftskunden AG;Gummersbach;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1085;38470024;Deutsche Bank Privat und Geschäftskunden AG;Meinerzhagen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1086;38470024;Deutsche Bank Privat und Geschäftskunden AG;Waldbröl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1087;38470091;Deutsche Bank AG;Bergneustadt;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1088;38470091;Deutsche Bank AG;Engelskirchen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1089;38470091;Deutsche Bank AG;Gummersbach;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1090;38470091;Deutsche Bank AG;Meinerzhagen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1091;38470091;Deutsche Bank AG;Waldbröl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1092;38621500;Steyler Missionssparinst. GmbH;Steyl;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1093;38650000;Kreissparkasse Köln;Siegburg;Finanz Informatik GmbH & Co. KG (Rheinland);DSGV;i016.rl.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-rl.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;27.04.2005;;;;;
1094;38651390;Sparkasse Hennef ;Hennef ;Finanz Informatik GmbH & Co. KG (Rheinland);DSGV;i070.rl.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-rl.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1095;39010111;SEB AG;Aachen;eigenes Rechenzentrum;BdB;;193.243.184.115;2.0.1;;ja;;;;;;;;;;;;19.09.2005;;;;;
1096;39040013;Commerzbank;Eschweiler;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1097;39040013;Commerzbank;Aachen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1098;39040013;Commerzbank;Stolberg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1099;39040013;Commerzbank;Würselen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1100;39040013;Commerzbank;Jülich;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1101;39040013;Commerzbank;Herzogenrath;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1102;39040013;Commerzbank;Simmerath;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1103;39050000;Sparkasse Aachen ;Aachen;Finanz Informatik GmbH & Co. KG (Rheinland);DSGV;i007.rl.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-rl.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;15.06.2005;;;;;
1104;39060180;Aachener Bank eG Volksbank;Aachen;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1105;39061981;Heinsberger Volksbank AG;Heinsberg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1106;39070020;Deutsche Bank AG;Eschweiler, Rheinl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1107;39070020;Deutsche Bank AG;Alsdorf, Rheinl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1108;39070020;Deutsche Bank AG;Aldenhoven b Jülich;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1109;39070020;Deutsche Bank AG;Aachen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1110;39070020;Deutsche Bank AG;Jülich;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1111;39070020;Deutsche Bank AG;Hückelhoven;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1112;39070020;Deutsche Bank AG;Herzogenrath;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1113;39070020;Deutsche Bank AG;Übach-Palenberg;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1114;39070020;Deutsche Bank AG;Stolberg (Rhld.);eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1115;39070020;Deutsche Bank AG;Würselen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1116;39070020;Deutsche Bank AG;Heinsberg, Rheinl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1117;39070024;Deutsche Bank Privat und Geschäftskunden AG;Aachen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1118;39070024;Deutsche Bank Privat und Geschäftskunden AG;Aldenhoven b Jülich;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1119;39070024;Deutsche Bank Privat und Geschäftskunden AG;Alsdorf, Rheinl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1120;39070024;Deutsche Bank Privat und Geschäftskunden AG;Eschweiler, Rheinl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1121;39070024;Deutsche Bank Privat und Geschäftskunden AG;Heinsberg, Rheinl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1122;39070024;Deutsche Bank Privat und Geschäftskunden AG;Herzogenrath;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1123;39070024;Deutsche Bank Privat und Geschäftskunden AG;Hückelhoven;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1124;39070024;Deutsche Bank Privat und Geschäftskunden AG;Jülich;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1125;39070024;Deutsche Bank Privat und Geschäftskunden AG;Stolberg (Rhld.);eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1126;39070024;Deutsche Bank Privat und Geschäftskunden AG;Übach-Palenberg;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1127;39070024;Deutsche Bank Privat und Geschäftskunden AG;Würselen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1128;39080005;Dresdner Bank;Geilenkirchen;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1129;39080005;Dresdner Bank;Alsdorf;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1130;39080005;Dresdner Bank;Aachen;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1131;39080005;Dresdner Bank;Stolberg ;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1132;39080005;Dresdner Bank;Heinsberg;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1133;39080005;Dresdner Bank;Baesweiler;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1134;39162980;Volksbank Würselen eG;Würselen;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1135;39362254;Raiffeisenbank Eschweiler eG;Eschweiler;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1136;39540052;Commerzbank;Düren;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1137;39550110;Sparkasse Düren ;Düren;Finanz Informatik GmbH & Co. KG (Rheinland);DSGV;i008.rl.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-rl.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;27.04.2005;;;;;
1138;39560201;Volksbank Düren eG;Düren;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1139;39570024;Deutsche Bank Privat und Geschäftskunden AG;Düren, Rheinl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1140;39570024;Deutsche Bank Privat und Geschäftskunden AG;Kreuzau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1141;39570061;Deutsche Bank AG;Düren, Rheinl;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1142;39570061;Deutsche Bank AG;Kreuzau;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1143;39580041;Dresdner Bank;Zülpich;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1144;39580041;Dresdner Bank;Jülich;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1145;39580041;Dresdner Bank;Euskirchen;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1146;39580041;Dresdner Bank;Eschweiler;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1147;39580041;Dresdner Bank;Düren;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1148;39580041;Dresdner Bank;Erftstadt;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1149;39580041;Dresdner Bank;Schleiden;eigenes Rechenzentrum;BdB;hbci.dresdner-bank.de;193.194.7.124;3.0;;ja;ja;;;ja;;;;;;https://hbci.dresdner-bank.de;FinTS V3.0;26.09.2008;;;;;
1150;40010111;SEB AG;Münster, Westf;eigenes Rechenzentrum;BdB;;193.243.184.115;2.0.1;;ja;;;;;;;;;;;;19.09.2005;;;;;
1151;40040028;Commerzbank;Greven;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1152;40040028;Commerzbank;Dülmen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1153;40040028;Commerzbank;Coesfeld;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1154;40040028;Commerzbank;Lüdinghausen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1155;40040028;Commerzbank;Münster;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1156;40040028;Commerzbank;Emsdetten;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;15.11.2010;;;;;
1157;40050150;Stadtsparkasse Münster;Münster;Finanz Informatik GmbH & Co. KG (Westfalen);DSGV;w001.s-hbci.de;;2.2;ja;;;;;;;;;;;https://hbci-pintan-wf.s-hbci.de/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1158;40060000;WGZ-Zentralbank, Münster;Münster;GAD eG;BVR;hbci.gad.de;nicht unterstützt;2.2;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;;;;;;
1159;40060265;DKM Darlehnskasse Münster eG;Münster;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1160;40060300;WL-Bank;Münster;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1161;40060560;Sparda-Bank Münster eG;Münster;Sparda-Datenverarbeitung eG;BVR;;;;;;;;;;;;;;;https://www.bankingonline.de/hbci/pintan/PinTanServlet;HBCI 2.2 Erweiterung PIN/TAN V1.01;27.01.2011;;;;;
1162;40061238;Volksbank Greven eG;Greven;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1163;40069226;Volksbank Darup-Rorup eG;Darup-Rorup;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1164;40069266;Volksbank Marsberg eG;Marsberg;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1165;40069283;Volksbank Schlangen eG;Schlangen;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1166;40069348;Volksbank Medebach eG;Medebach;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1167;40069362;Volksbank Saerbeck eG;Saerbeck;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1168;40069363;Volksbank Schermbeck eG.;Schermbeck;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1169;40069371;Volksbank Brilon-Thülen eG;Brilon-Thülen;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1170;40069408;Volksbank Baumberge eG;Baumberge;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1171;40069462;Volksbank Sprakel eG.;Sprakel;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1172;40069537;VB Ostbevern-Kattenvenne eG;Ostbevern-Kattenvenne;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1173;40069546;Volksbank Senden eG;Senden;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1174;40069600;Volksbank Amelsbüren eG;Amelsbüren;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1175;40069601;Volksbank Ascheberg-Herbern eG.;Ascheberg-Herbern;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1176;40069606;Volksbank Erle eG.;Erle;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1177;40069622;Volksbank Seppenrade eG.;Seppenrade;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1178;40069709;Volksbank Lembeck-Rhade eG.;Lembeck-Rhade;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1179;40069716;VB Südkirchen-Cap.-Nordkirchen;Südkirchen;GAD eG;BVR;hbci.gad.de;nicht unterstützt;3.0;;;ja;ja;;ja;;ja;;ja;ja;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;15.02.2006;;;;;
1180;40070024;Deutsche Bank Privat und Geschäftskunden AG;Coesfeld;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1181;40070024;Deutsche Bank Privat und Geschäftskunden AG;Dülmen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1182;40070024;Deutsche Bank Privat und Geschäftskunden AG;Greven, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1183;40070024;Deutsche Bank Privat und Geschäftskunden AG;Münster, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1184;40070024;Deutsche Bank Privat und Geschäftskunden AG;Steinfurt, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1185;40070024;Deutsche Bank Privat und Geschäftskunden AG;Warendorf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1186;40070080;Deutsche Bank AG;Greven, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1187;40070080;Deutsche Bank AG;Steinfurt, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1188;40070080;Deutsche Bank AG;Dülmen;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1189;40070080;Deutsche Bank AG;Münster, Westf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1190;40070080;Deutsche Bank AG;Warendorf;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
1191;40070080;Deutsche Bank AG;Coesfeld;eigenes Rechenzentrum;BdB;;193.150.167.7;2.0.1;;ja;;;;;;;;;;https://fints.deutsche-bank.de/;FinTS V3.0;16.01.2006;;;;;
